"x","y","order","group","pathGroup"
0.345833333333333,0.143518518518519,32,"o","o.1"
0.316666666666667,0.24537037037037,33,"o","o.1"
0.3,0.375,34,"o","o.1"
0.295833333333333,0.527777777777778,35,"o","o.1"
0.36875,0.513888888888889,36,"o","o.2"
0.370833333333333,0.416666666666667,37,"o","o.2"
0.383333333333333,0.305555555555556,38,"o","o.2"
0.404166666666667,0.226851851851852,39,"o","o.2"
0.429166666666667,0.175925925925926,40,"o","o.2"
0.464583333333333,0.138888888888889,41,"o","o.2"
0.508333333333333,0.12962962962963,42,"o","o.2"
0.54375,0.148148148148148,43,"o","o.2"
0.579166666666667,0.199074074074074,44,"o","o.2"
0.604166666666667,0.268518518518519,45,"o","o.2"
0.616666666666667,0.333333333333333,46,"o","o.2"
0.625,0.425925925925926,47,"o","o.2"
0.625,0.583333333333333,48,"o","o.2"
0.61875,0.652777777777778,49,"o","o.2"
0.602083333333333,0.740740740740741,50,"o","o.2"
0.591666666666667,0.773148148148148,51,"o","o.2"
0.566666666666667,0.824074074074074,52,"o","o.2"
0.539583333333333,0.856481481481482,53,"o","o.2"
0.5125,0.87037037037037,54,"o","o.2"
0.470833333333333,0.865740740740741,55,"o","o.2"
0.43125,0.828703703703704,56,"o","o.2"
0.402083333333333,0.768518518518518,57,"o","o.2"
0.3875,0.717592592592593,58,"o","o.2"
0.372916666666667,0.615740740740741,59,"o","o.2"
0.370833333333333,0.518518518518518,60,"o","o.2"
0.36875,0.513888888888889,61,"o","o.2"
0.295833333333333,0.527777777777778,62,"o","o.1"
0.322916666666667,0.982758620689655,1,"p","p.1"
0.3875,0.982758620689655,2,"p","p.1"
0.389583333333333,0.893103448275862,3,"p","p.1"
0.422916666666667,0.951724137931034,4,"p","p.1"
0.4375,0.968965517241379,5,"p","p.1"
0.464583333333333,0.989655172413793,6,"p","p.1"
0.49375,1,7,"p","p.1"
0.535416666666667,1,8,"p","p.1"
0.566666666666667,0.989655172413793,9,"p","p.1"
0.589583333333333,0.975862068965517,10,"p","p.1"
0.625,0.937931034482759,11,"p","p.1"
0.65,0.896551724137931,12,"p","p.1"
0.6625,0.86551724137931,13,"p","p.1"
0.677083333333333,0.817241379310345,14,"p","p.1"
0.6875,0.76551724137931,15,"p","p.1"
0.695833333333333,0.689655172413793,16,"p","p.1"
0.695833333333333,0.575862068965517,17,"p","p.1"
0.691666666666667,0.531034482758621,18,"p","p.1"
0.675,0.441379310344828,19,"p","p.1"
0.647916666666667,0.36551724137931,20,"p","p.1"
0.622916666666667,0.324137931034483,21,"p","p.1"
0.595833333333333,0.293103448275862,22,"p","p.1"
0.55625,0.26551724137931,23,"p","p.1"
0.520833333333333,0.255172413793103,24,"p","p.1"
0.483333333333333,0.258620689655172,25,"p","p.1"
0.454166666666667,0.272413793103448,26,"p","p.1"
0.425,0.3,27,"p","p.1"
0.397916666666667,0.341379310344828,28,"p","p.1"
0.395833333333333,0,29,"p","p.1"
0.322916666666667,0,30,"p","p.1"
0.322916666666667,0.979310344827586,31,"p","p.1"
0.322916666666667,0.982758620689655,32,"p","p.1"
0.422916666666667,0.83448275862069,33,"p","p.2"
0.4,0.76551724137931,34,"p","p.2"
0.391666666666667,0.713793103448276,35,"p","p.2"
0.3875,0.658620689655172,36,"p","p.2"
0.3875,0.589655172413793,37,"p","p.2"
0.391666666666667,0.531034482758621,38,"p","p.2"
0.402083333333333,0.472413793103448,39,"p","p.2"
0.410416666666667,0.444827586206897,40,"p","p.2"
0.420833333333333,0.420689655172414,41,"p","p.2"
0.447916666666667,0.379310344827586,42,"p","p.2"
0.46875,0.362068965517241,43,"p","p.2"
0.49375,0.351724137931034,44,"p","p.2"
0.535416666666667,0.358620689655172,45,"p","p.2"
0.558333333333333,0.375862068965517,46,"p","p.2"
0.577083333333333,0.4,47,"p","p.2"
0.59375,0.431034482758621,48,"p","p.2"
0.60625,0.46551724137931,49,"p","p.2"
0.616666666666667,0.513793103448276,50,"p","p.2"
0.622916666666667,0.568965517241379,51,"p","p.2"
0.620833333333333,0.720689655172414,52,"p","p.2"
0.610416666666667,0.782758620689655,53,"p","p.2"
0.6,0.817241379310345,54,"p","p.2"
0.589583333333333,0.841379310344828,55,"p","p.2"
0.5625,0.882758620689655,56,"p","p.2"
0.535416666666667,0.903448275862069,57,"p","p.2"
0.510416666666667,0.910344827586207,58,"p","p.2"
0.489583333333333,0.906896551724138,59,"p","p.2"
0.464583333333333,0.893103448275862,60,"p","p.2"
0.445833333333333,0.872413793103448,61,"p","p.2"
0.425,0.837931034482759,62,"p","p.2"
0.422916666666667,0.83448275862069,63,"p","p.2"
0.322916666666667,0.982758620689655,64,"p","p.1"
0.297916666666667,0.668965517241379,1,"q","q.1"
0.3,0.672413793103448,2,"q","q.1"
0.302083333333333,0.727586206896552,3,"q","q.1"
0.310416666666667,0.786206896551724,4,"q","q.1"
0.33125,0.86551724137931,5,"q","q.1"
0.345833333333333,0.9,6,"q","q.1"
0.36875,0.937931034482759,7,"q","q.1"
0.39375,0.96551724137931,8,"q","q.1"
0.429166666666667,0.989655172413793,9,"q","q.1"
0.460416666666667,1,10,"q","q.1"
0.5,1,11,"q","q.1"
0.520833333333333,0.993103448275862,12,"q","q.1"
0.552083333333333,0.972413793103448,13,"q","q.1"
